采集日期,日报截屏上送时长（小时）,原始上送时长（小时）,原始上送时长（分钟）,运营端不合格时长（小时）,运营端不合格时长（分钟）,不合格时长占比,数据记录差异,设备ID,采集点,采集点对接人
2025-12-06,7.0,7.13,427.7,2.01,120.7,28.19%,0.13,c0a2,承重云仓,江伊潭
2025-12-06,3.8,4.8,287.9,0.71,42.65,14.79%,1.0,c0e4,丰县,江伊潭
2025-12-06,5.0,6.31,378.8,1.07,64.15,16.96%,1.31,c71e,北京百世,江伊潭
2025-12-06,5.5,0.0,,,,,-5.5,cc83,北京百世,江伊潭
2025-12-06,5.27,5.7,341.8,3.86,231.7,67.72%,0.43,cda9,邯郸,罗圣峰
2025-12-06,0.0,0.17,10.5,0.17,10.5,100.0%,0.17,e2be,,
2025-12-06,4.8,4.84,290.3,0.18,10.75,3.72%,0.04,e5fb,丰县,江伊潭
2025-12-06,2.8,3.98,238.9,0.33,20.0,8.29%,1.18,e84e,丰县,江伊潭
2025-12-06,5.5,2.89,173.4,2.75,165.3,95.16%,-2.61,fbdb,北京百世,江伊潭
2025-12-07,0.0,2.04,122.7,0.03,2.0,1.47%,2.04,0fe4,,
2025-12-07,7.0,0.96,57.6,0.0,0.0,0.0%,-6.04,279f,承重云仓,江伊潭
2025-12-07,0.0,6.58,395.1,1.33,80.0,20.21%,6.58,4813,,
2025-12-07,0.0,4.18,250.6,0.41,24.85,9.81%,4.18,4e97,,
2025-12-07,0.0,3.08,184.9,0.03,1.75,0.97%,3.08,4f46,,
2025-12-07,2.0,7.09,425.5,0.1,6.25,1.41%,5.09,4fcf,承重云仓,江伊潭
2025-12-07,0.0,1.15,69.2,0.01,0.5,0.87%,1.15,5606,,
2025-12-07,7.1,7.25,434.9,0.15,9.2,2.07%,0.15,7393,中山三立,周俊健
2025-12-07,0.0,2.15,128.8,0.53,31.75,24.65%,2.15,7cf6,,
2025-12-07,7.0,5.86,351.8,0.85,51.0,14.51%,-1.14,821e,杭州风之末,江伊潭
2025-12-07,7.0,6.35,381.3,3.15,189.2,49.61%,-0.65,8c60,承重云仓,江伊潭
2025-12-07,0.0,7.77,466.3,7.77,466.3,100.0%,7.77,8dfb,,
2025-12-07,0.0,0.06,3.7,0.06,3.7,100.0%,0.06,9ace,,
2025-12-07,2.0,1.76,105.6,0.0,0.0,0.0%,-0.24,c0a2,承重云仓,江伊潭
2025-12-07,0.0,2.17,130.1,0.72,43.1,33.18%,2.17,c0e4,,
2025-12-07,6.0,5.4,324.1,0.0,0.0,0.0%,-0.6,c71e,北京百世,江伊潭
2025-12-07,6.0,5.54,332.5,0.38,22.5,6.86%,-0.46,cc83,北京百世,江伊潭
2025-12-07,7.0,8.03,481.8,3.35,201.0,41.72%,1.03,d70d,杭州风之末,江伊潭
2025-12-07,0.0,1.66,99.4,0.34,20.15,20.48%,1.66,e5fb,,
2025-12-07,0.0,2.16,129.8,0.73,43.75,33.8%,2.16,e84e,,
2025-12-07,6.0,5.84,350.5,5.56,333.85,95.21%,-0.16,fbdb,北京百世,江伊潭
2025-12-08,4.0,2.0,120.0,0.46,27.75,23.0%,-2.0,0fe4,武汉,贺子豪
2025-12-08,0.0,0.96,57.5,0.17,10.0,17.71%,0.96,17fd,,
2025-12-08,6.58,5.94,356.3,2.84,170.5,47.81%,-0.64,1af9,邯郸,罗圣峰
2025-12-08,7.7,0.0,,,,,-7.7,1c2d,广州泊晶,周俊健
2025-12-08,7.0,0.0,,,,,-7.0,279f,承重云仓,江伊潭
2025-12-08,0.0,0.27,16.2,0.27,16.2,100.0%,0.27,3748,,
2025-12-08,7.33,7.63,458.1,0.0,0.0,0.0%,0.3,3fb3,邯郸,罗圣峰
2025-12-08,8.0,5.34,320.4,0.63,37.59,11.8%,-2.66,4e97,东莞,贺子豪
2025-12-08,8.0,4.95,296.9,0.2,11.92,4.04%,-3.05,4f46,东莞,贺子豪
2025-12-08,1.8,7.59,455.7,4.54,272.45,59.82%,5.79,4fcf,承重云仓,江伊潭
2025-12-08,6.0,2.5,150.0,2.5,150.0,100.0%,-3.5,5606,宝树堂,周俊健
2025-12-08,6.56,6.79,407.5,0.38,22.5,5.6%,0.23,5c12,邯郸,罗圣峰
2025-12-08,0.0,0.24,14.3,0.07,4.3,29.17%,0.24,6790,,
2025-12-08,6.74,7.01,420.8,5.68,340.8,81.03%,0.27,691f,邯郸,罗圣峰
2025-12-08,9.0,7.97,478.2,0.1,6.15,1.25%,-1.03,7393,中山三立,周俊健
2025-12-08,0.0,0.02,1.3,0.02,1.3,100.0%,0.02,7437,,
2025-12-08,3.0,1.78,107.1,0.34,20.6,19.1%,-1.22,7cf6,丰县,江伊潭
2025-12-08,5.4,5.35,321.3,3.28,196.8,61.31%,-0.05,821e,杭州风之末,江伊潭
2025-12-08,7.0,7.35,441.2,5.95,357.2,80.95%,0.35,8c60,承重云仓,江伊潭
2025-12-08,0.0,3.56,213.4,0.26,15.75,7.3%,3.56,9ace,,
2025-12-08,0.0,0.02,1.0,0.02,1.0,100.0%,0.02,b054,,
2025-12-08,7.0,7.22,433.0,4.47,268.5,61.91%,0.22,c0a2,承重云仓,江伊潭
2025-12-08,2.2,0.0,,,,,-2.2,c0e4,丰县,江伊潭
2025-12-08,5.5,1.84,110.5,1.67,100.5,90.76%,-3.66,c71e,北京百世,江伊潭
2025-12-08,5.5,7.29,437.6,2.03,121.7,27.85%,1.79,cc83,北京百世,江伊潭
2025-12-08,7.0,7.2,432.0,0.02,1.2,0.28%,0.2,cda9,邯郸,罗圣峰
2025-12-08,2.0,1.81,108.9,0.11,6.7,6.08%,-0.19,d70d,杭州风之末,江伊潭
2025-12-08,2.75,1.09,65.4,0.29,17.5,26.61%,-1.66,e5fb,丰县,江伊潭
2025-12-08,4.0,0.96,57.5,0.17,10.5,17.71%,-3.04,e84e,丰县,江伊潭
2025-12-08,5.8,0.0,,,,,-5.8,fbdb,北京百世,江伊潭
2025-12-09,0.0,1.89,113.7,0.5,30.0,26.46%,1.89,0fe4,,
2025-12-09,0.0,1.79,107.6,0.7,41.9,39.11%,1.79,13fa,,
2025-12-09,6.91,7.32,439.2,2.17,130.0,29.64%,0.41,1af9,邯郸,罗圣峰
2025-12-09,7.0,5.27,316.2,2.66,159.7,50.47%,-1.73,279f,承重云仓,江伊潭
2025-12-09,4.8,4.65,279.1,1.13,67.95,24.3%,-0.15,3702,丰县,江伊潭
2025-12-09,4.1,0.0,,,,,-4.1,3748,广州泊晶,周俊健
2025-12-09,7.5,7.58,454.8,3.39,203.4,44.72%,0.08,3fb3,邯郸,罗圣峰
2025-12-09,8.0,12.06,723.5,0.69,41.5,5.72%,4.06,4e97,东莞,贺子豪
2025-12-09,8.0,6.3,377.9,2.3,137.73,36.51%,-1.7,4f46,东莞,贺子豪
2025-12-09,7.0,7.47,448.5,3.09,185.5,41.37%,0.47,4fcf,承重云仓,江伊潭
2025-12-09,3.0,0.99,59.4,0.15,8.75,15.15%,-2.01,5606,宝树堂,周俊健
2025-12-09,0.0,3.93,235.8,3.93,235.8,100.0%,3.93,57ff,,
2025-12-09,7.22,3.93,235.9,0.02,0.9,0.51%,-3.29,5c12,邯郸,罗圣峰
2025-12-09,8.5,0.0,,,,,-8.5,6790,宁波,罗圣峰
2025-12-09,7.17,7.37,442.2,2.33,140.0,31.61%,0.2,691f,邯郸,罗圣峰
2025-12-09,9.1,9.18,551.0,0.24,14.5,2.61%,0.08,7393,中山三立,周俊健
2025-12-09,0.0,0.01,0.8,0.01,0.8,100.0%,0.01,7437,,
2025-12-09,4.8,6.39,383.7,1.19,71.55,18.62%,1.59,7cf6,丰县,江伊潭
2025-12-09,0.0,1.19,71.6,0.31,18.35,26.05%,1.19,821e,杭州风之末,江伊潭
2025-12-09,7.0,4.88,292.9,1.95,117.08,39.96%,-2.12,8c60,承重云仓,江伊潭
2025-12-09,0.0,0.02,1.0,0.02,1.0,100.0%,0.02,8dfb,,
2025-12-09,0.0,3.65,219.1,2.4,144.02,65.75%,3.65,8f4a,,
2025-12-09,0.0,5.19,311.5,2.83,170.0,54.53%,5.19,9d08,,
2025-12-09,0.0,2.89,173.5,2.67,160.0,92.39%,2.89,9d6f,,
2025-12-09,7.0,7.09,425.4,7.09,425.4,100.0%,0.09,c0a2,承重云仓,江伊潭
2025-12-09,2.6,4.65,278.9,0.88,52.75,18.92%,2.05,c0e4,丰县,江伊潭
2025-12-09,6.0,0.0,,,,,-6.0,c71e,北京百世,江伊潭
2025-12-09,0.0,4.64,278.5,3.26,195.41,70.26%,4.64,cbcd,,
2025-12-09,6.0,6.31,378.9,4.5,269.9,71.32%,0.31,cc83,北京百世,江伊潭
2025-12-09,6.94,4.2,251.9,0.78,46.85,18.57%,-2.74,cda9,邯郸,罗圣峰
2025-12-09,0.0,0.0,,,,,0.0,d70d,杭州风之末,江伊潭
2025-12-09,0.0,3.98,238.9,1.47,88.08,36.93%,3.98,dcfe,,
2025-12-09,0.0,1.93,115.6,0.52,31.0,26.94%,1.93,e2be,,
2025-12-09,4.6,6.35,381.3,1.28,77.05,20.16%,1.75,e5fb,丰县,江伊潭
2025-12-09,4.9,4.63,277.7,0.4,24.1,8.64%,-0.27,e84e,丰县,江伊潭
2025-12-09,6.0,7.14,428.2,6.97,418.2,97.62%,1.14,fbdb,北京百世,江伊潭
2025-12-10,0.0,4.95,297.2,2.98,179.1,60.2%,4.95,0469,,
2025-12-10,0.0,0.0,,,,,0.0,13fa,风之末,江伊潭
2025-12-10,6.91,4.17,250.4,2.17,130.4,52.04%,-2.74,1af9,邯郸,罗圣峰
2025-12-10,0.0,0.0,,,,,0.0,1c2d,广州泊晶,周俊健
2025-12-10,7.0,0.0,,,,,-7.0,1c2d,广州泊晶,周俊健
2025-12-10,5.25,0.0,,,,,-5.25,20e7,风之末,江伊潭
2025-12-10,7.0,7.12,427.3,6.37,382.08,89.47%,0.12,279f,承重云仓,江伊潭
2025-12-10,0.0,2.62,157.3,0.26,15.3,9.92%,2.62,2e08,,
2025-12-10,4.5,4.61,276.4,1.25,74.75,27.11%,0.11,3702,丰县,江伊潭
2025-12-10,0.0,1.23,73.9,1.23,73.9,100.0%,1.23,3730,,
2025-12-10,0.0,0.0,,,,,0.0,3748,广州泊晶,周俊健
2025-12-10,7.0,0.0,,,,,-7.0,3748,广州泊晶,周俊健
2025-12-10,3.5,7.53,451.8,2.87,172.25,38.11%,4.03,3fb3,邯郸,罗圣峰
2025-12-10,8.0,4.08,244.9,0.59,35.65,14.46%,-3.92,4e97,东莞,贺子豪
2025-12-10,8.0,6.68,401.0,2.4,143.97,35.93%,-1.32,4f46,东莞,贺子豪
2025-12-10,7.0,7.22,433.5,2.75,165.0,38.09%,0.22,4fcf,承重云仓,江伊潭
2025-12-10,3.0,2.26,135.4,0.78,46.9,34.51%,-0.74,5606,宝树堂,周俊健
2025-12-10,0.0,0.01,0.6,0.01,0.6,100.0%,0.01,57ff,,
2025-12-10,6.69,6.21,372.3,0.67,40.0,10.79%,-0.48,5c12,邯郸,罗圣峰
2025-12-10,0.0,0.04,2.6,0.04,2.6,100.0%,0.04,64c2,,
2025-12-10,6.71,7.3,438.2,5.52,331.1,75.62%,0.59,691f,邯郸,罗圣峰
2025-12-10,9.0,9.18,550.9,0.46,27.75,5.01%,0.18,7393,中山三立,周俊健
2025-12-10,0.0,0.22,13.4,0.22,13.4,100.0%,0.22,7437,,
2025-12-10,4.5,2.67,160.0,0.85,50.75,31.84%,-1.83,7cf6,丰县,江伊潭
2025-12-10,0.0,2.36,141.9,0.84,50.3,35.59%,2.36,821e,风之末,江伊潭
2025-12-10,7.0,7.28,437.0,1.8,107.75,24.73%,0.28,8c60,承重云仓,江伊潭
2025-12-10,0.0,1.07,64.2,0.92,55.45,85.98%,1.07,8f4a,,
2025-12-10,0.0,0.0,,,,,0.0,9b08,风之末,江伊潭
2025-12-10,5.0,0.0,,,,,-5.0,b054,风之末,江伊潭
2025-12-10,5.0,2.83,170.1,0.06,3.85,2.12%,-2.17,b18b,风之末,江伊潭
2025-12-10,7.0,7.48,448.7,1.2,72.0,16.04%,0.48,c0a2,承重云仓,江伊潭
2025-12-10,4.5,4.5,270.0,1.42,85.5,31.56%,0.0,c0e4,丰县,江伊潭
2025-12-10,5.0,5.06,303.6,1.85,110.86,36.56%,0.06,c71e,北京百世,江伊潭
2025-12-10,4.1,2.74,164.2,0.0,0.0,0.0%,-1.36,cda9,邯郸,罗圣峰
2025-12-10,0.0,0.0,,,,,0.0,d70d,风之末,江伊潭
2025-12-10,0.0,5.93,355.7,0.92,54.95,15.51%,5.93,e2be,,
2025-12-10,4.2,2.63,157.9,0.94,56.25,35.74%,-1.57,e5fb,丰县,江伊潭
2025-12-10,4.5,4.49,269.3,1.3,78.3,28.95%,-0.01,e84e,丰县,江伊潭
2025-12-10,5.0,0.0,,,,,-5.0,fbdb,北京百世,江伊潭
2025-12-11,0.0,2.46,147.8,2.0,120.3,81.3%,2.46,09ca,,
2025-12-11,5.25,7.53,451.8,4.51,270.72,59.89%,2.28,13fa,风之末,江伊潭
2025-12-11,7.5,6.92,415.5,1.41,84.42,20.38%,-0.58,1af9,邯郸,罗圣峰
2025-12-11,3.5,0.0,,,,,-3.5,1c2d,广州泊晶,周俊健
2025-12-11,6.3,0.0,,,,,-6.3,20e 7,风之末,江伊潭
2025-12-11,4.5,6.77,406.1,3.04,182.35,44.9%,2.27,279f,承重云仓,江伊潭
2025-12-11,0.0,3.49,209.5,0.07,4.08,2.01%,3.49,2e08,,
2025-12-11,4.75,4.93,295.6,2.64,158.55,53.55%,0.18,3702,丰县,江伊潭
2025-12-11,0.0,1.12,67.1,0.95,57.1,84.82%,1.12,3730,,
2025-12-11,3.5,0.59,35.7,0.37,22.28,62.71%,-2.91,3748,广州泊晶,周俊健
2025-12-11,6.0,6.94,416.3,1.96,117.46,28.24%,0.94,3fb3,邯郸,罗圣峰
2025-12-11,0.0,0.96,57.5,0.26,15.75,27.08%,0.96,4199,,
2025-12-11,5.1,4.48,269.0,3.28,197.08,73.21%,-0.62,4fcf,承重云仓,江伊潭
2025-12-11,8.0,7.64,458.3,2.68,160.72,35.08%,-0.36,5606,宝树堂,周俊健
2025-12-11,5.75,7.39,443.4,7.22,433.4,97.7%,1.64,691f,邯郸,罗圣峰
2025-12-11,5.5,9.19,551.5,0.56,33.7,6.09%,3.69,7393,中山三立,周俊健
2025-12-11,4.5,4.53,271.8,4.24,254.3,93.6%,0.03,8c60,承重云仓,江伊潭
2025-12-11,2.25,6.76,405.4,2.09,125.5,30.92%,4.51,9d08,风之末,江伊潭
2025-12-11,5.5,8.46,507.4,2.01,120.6,23.76%,2.96,b054,风之末,江伊潭
2025-12-11,6.2,7.13,428.1,2.65,158.83,37.17%,0.93,b18b,风之末,江伊潭
2025-12-11,6.8,4.87,292.0,2.33,140.0,47.84%,-1.93,c0a2,承重云仓,江伊潭
2025-12-11,5.8,5.7,342.2,4.12,247.5,72.28%,-0.1,c71e,北京百世,江伊潭
2025-12-11,4.75,4.22,253.3,2.78,166.6,65.88%,-0.53,cc83,北京百世,江伊潭
2025-12-11,7.0,7.58,454.6,1.32,79.4,17.41%,0.58,cda9,邯郸,罗圣峰
2025-12-11,6.15,9.3,558.1,2.49,149.28,26.77%,3.15,e2be,宁波,罗圣峰
2025-12-12,2.4,2.12,127.1,0.16,9.5,7.55%,-0.28,0469,丰县,江伊潭
2025-12-12,0.8,0.0,,,,,-0.8,09ca,北京百世,江伊潭
2025-12-12,5.4,3.17,190.0,0.17,10.0,5.36%,-2.23,13fa,风之末-天缘,江伊潭
2025-12-12,0.0,0.17,10.1,0.17,10.1,100.0%,0.17,1554,,
2025-12-12,5.11,2.64,158.3,0.47,28.3,17.8%,-2.47,1af9,邯郸,罗圣峰
2025-12-12,7.0,0.0,,,,,-7.0,1c2d,广州泊晶,周俊健
2025-12-12,6.25,0.0,,,,,-6.25,20e7,风之末-亚太,江伊潭
2025-12-12,7.1,7.1,425.9,2.8,168.0,39.44%,0.0,279f,承重云仓,江伊潭
2025-12-12,0.0,9.17,550.1,2.07,124.35,22.57%,9.17,2e08,,
2025-12-12,4.75,4.76,285.6,2.5,150.0,52.52%,0.01,3702,丰县,江伊潭
2025-12-12,2.3,1.93,116.0,0.42,25.25,21.76%,-0.37,3730,丰县,江伊潭
2025-12-12,7.0,0.0,,,,,-7.0,3748,广州泊晶,周俊健
2025-12-12,6.24,4.57,274.2,2.83,169.95,61.93%,-1.67,3fb3,邯郸,罗圣峰
2025-12-12,7.0,6.14,368.4,2.5,150.0,40.72%,-0.86,4fcf,承重云仓,江伊潭
2025-12-12,0.0,0.06,3.7,0.05,2.9,83.33%,0.06,52a2,,
2025-12-12,7.0,5.74,344.2,1.08,65.1,18.82%,-1.26,5606,宝树堂,周俊健
2025-12-12,0.0,4.02,241.0,2.33,139.6,57.96%,4.02,5c12,,
2025-12-12,6.0,4.56,273.5,3.5,210.0,76.75%,-1.44,691f,邯郸,罗圣峰
2025-12-12,7.3,7.34,440.7,0.87,52.35,11.85%,0.04,7393,中山三立,周俊健
2025-12-12,0.0,0.1,6.2,0.1,6.2,100.0%,0.1,7437,,
2025-12-12,6.8,6.59,395.6,3.67,220.0,55.69%,-0.21,8c60,承重云仓,江伊潭
2025-12-12,5.4,3.15,188.7,0.38,23.0,12.06%,-2.25,9d08,风之末-天缘,江伊潭
2025-12-12,1.5,0.0,,,,,-1.5,9d6f,北京百世,江伊潭
2025-12-12,5.3,2.3,138.0,0.5,30.0,21.74%,-3.0,b054,风之末-亚太,江伊潭
2025-12-12,5.7,4.89,293.6,0.95,56.75,19.43%,-0.81,b18b,风之末-亚太,江伊潭
2025-12-12,7.1,6.82,409.4,3.92,234.9,57.48%,-0.28,c0a2,承重云仓,江伊潭
2025-12-12,3.8,0.0,,,,,-3.8,c71e,北京百世,江伊潭
2025-12-12,4.0,0.0,,,,,-4.0,cbcd,宁波,罗圣峰
2025-12-12,6.0,7.35,441.3,3.61,216.45,49.12%,1.35,cc83,北京百世,江伊潭
2025-12-12,6.13,3.95,237.1,3.78,227.1,95.7%,-2.18,cda9,邯郸,罗圣峰
2025-12-12,4.0,0.0,,,,,-4.0,dcfe,宁波,罗圣峰
2025-12-12,0.0,4.64,278.7,2.74,164.45,59.05%,4.64,e2be,,
2025-12-13,0.0,5.15,309.0,1.2,71.75,23.3%,5.15,0469,,
2025-12-13,0.0,2.0,120.3,0.45,27.13,22.5%,2.0,13fa,,
2025-12-13,7.39,6.38,382.7,3.88,232.7,60.82%,-1.01,1af9,邯郸,罗圣峰
2025-12-13,0.0,0.0,,,,,0.0,1c2d,广州泊晶,周俊健
2025-12-13,9.25,0.0,,,,,-9.25,20e7,风之末-亚太,江伊潭
2025-12-13,7.0,7.37,442.0,2.68,161.0,36.36%,0.37,279f,承重云仓,江伊潭
2025-12-13,0.0,1.14,68.4,0.0,0.0,0.0%,1.14,2e08,,
2025-12-13,0.0,5.0,300.0,0.65,38.7,13.0%,5.0,3702,,
2025-12-13,0.0,4.96,297.8,2.09,125.6,42.14%,4.96,3730,,
2025-12-13,0.0,0.0,,,,,0.0,3748,广州泊晶,周俊健
2025-12-13,6.68,6.68,400.6,2.14,128.5,32.04%,0.0,3fb3,邯郸,罗圣峰
2025-12-13,0.0,0.09,5.3,0.09,5.3,100.0%,0.09,4591,,
2025-12-13,7.0,6.87,412.2,1.06,63.75,15.43%,-0.13,4fcf,承重云仓,江伊潭
2025-12-13,0.0,0.0,,,,,0.0,5606,宝树堂,周俊健
2025-12-13,0.0,3.25,195.2,1.41,84.5,43.38%,3.25,5c12,,
2025-12-13,6.62,5.65,339.1,1.5,90.0,26.55%,-0.97,691f,邯郸,罗圣峰
2025-12-13,3.6,5.95,356.9,0.37,22.3,6.22%,2.35,7393,中山三立,周俊健
2025-12-13,2.0,7.07,424.2,1.67,100.0,23.62%,5.07,8c60,承重云仓,江伊潭
2025-12-13,0.0,2.03,121.6,0.84,50.2,41.38%,2.03,9d08,,
2025-12-13,5.25,4.62,277.5,0.69,41.25,14.94%,-0.63,b054,风之末-亚太,江伊潭
2025-12-13,3.0,3.82,229.0,0.25,15.25,6.54%,0.82,b18b,风之末-亚太,江伊潭
2025-12-13,7.0,7.03,421.7,4.94,296.45,70.27%,0.03,c0a2,承重云仓,江伊潭
2025-12-13,4.0,0.0,,,,,-4.0,cbcd,宁波,罗圣峰
2025-12-13,5.79,4.38,263.1,1.89,113.5,43.15%,-1.41,cda9,邯郸,罗圣峰
2025-12-13,4.0,0.0,,,,,-4.0,dcfe,宁波,罗圣峰
2025-12-13,2.15,0.0,,,,,-2.15,e2be,宁波,罗圣峰
2025-12-14,5.0,0.0,,,,,-5.0,0469,丰县,江伊潭
2025-12-14,3.0,2.95,177.1,1.83,109.55,62.03%,-0.05,09ca,北京百世,江伊潭
2025-12-14,2.0,0.07,4.4,0.0,0.0,0.0%,-1.93,13fa,风之末-天缘,江伊潭
2025-12-14,3.36,3.61,216.4,3.61,216.4,100.0%,0.25,1af9,邯郸,罗圣峰
2025-12-14,0.0,0.0,,,,,0.0,1c2d,广州泊晶,周俊健
2025-12-14,4.5,0.0,,,,,-4.5,20e 7,风之末-亚太,江伊潭
2025-12-14,7.0,7.37,442.0,4.04,242.15,54.82%,0.37,279f,承重云仓,江伊潭
2025-12-14,0.0,7.32,439.4,1.27,76.4,17.35%,7.32,2e08,,
2025-12-14,5.0,0.0,,,,,-5.0,3702,丰县,江伊潭
2025-12-14,5.0,0.0,,,,,-5.0,3730,丰县,江伊潭
2025-12-14,0.0,0.0,,,,,0.0,3748,广州泊晶,周俊健
2025-12-14,3.4,0.0,,,,,-3.4,3fb3,邯郸,罗圣峰
2025-12-14,7.0,6.7,401.8,2.0,120.0,29.85%,-0.3,4fcf,承重云仓,江伊潭
2025-12-14,4.75,4.82,289.3,2.25,135.1,46.68%,0.07,5606,宝树堂,周俊健
2025-12-14,0.0,6.9,413.9,1.82,109.45,26.38%,6.9,5c12,,
2025-12-14,3.38,3.64,218.7,1.81,108.7,49.73%,0.26,691f,邯郸,罗圣峰
2025-12-14,7.26,7.28,437.0,0.15,9.25,2.06%,0.02,7393,中山三立,周俊健
2025-12-14,0.0,0.0,0.1,0.0,0.0,,0.0,8c60,承重云仓,江伊潭
2025-12-14,1.6,0.0,,,,,-1.6,9ace,宝树堂,周俊健
2025-12-14,5.0,7.39,443.5,2.46,147.75,33.29%,2.39,9d08,风之末-天缘,江伊潭
2025-12-14,3.0,4.47,268.0,4.17,250.2,93.29%,1.47,9d6f,北京百世,江伊潭
2025-12-14,4.85,1.17,70.0,0.17,10.0,14.53%,-3.68,b054,风之末-亚太,江伊潭
2025-12-14,6.0,5.74,344.6,2.21,132.6,38.5%,-0.26,b18b,风之末-亚太,江伊潭
2025-12-14,7.0,6.02,361.1,4.27,256.3,70.93%,-0.98,c0a2,承重云仓,江伊潭
2025-12-14,0.0,4.19,251.4,1.74,104.4,41.53%,4.19,cbcd,,
2025-12-14,4.05,4.1,246.0,1.6,96.0,39.02%,0.05,cda9,邯郸,罗圣峰
2025-12-14,0.0,4.37,262.2,1.38,82.75,31.58%,4.37,dcfe,,
2025-12-14,0.0,2.49,149.5,0.32,19.35,12.85%,2.49,e2be,,
2025-12-14,0.0,0.0,,,,,0.0,f3ed,宝树堂,周俊健
2025-12-15,5.0,2.96,177.8,0.7,42.25,23.65%,-2.04,0469,丰县,江伊潭
2025-12-15,7.0,4.64,278.5,0.58,34.95,12.5%,-2.36,09ca,北京百世,江伊潭
2025-12-15,5.5,7.61,456.5,2.17,130.2,28.52%,2.11,13fa,风之末-天缘,江伊潭
2025-12-15,3.0,0.0,,,,,-3.0,1c2d,广州泊晶,Jason
2025-12-15,2.75,0.0,,,,,-2.75,20e7,风之末-亚太,江伊潭
2025-12-15,9.0,8.04,482.5,2.26,135.35,28.11%,-0.96,279f,承重云仓,江伊潭
2025-12-15,0.0,2.56,153.5,0.0,0.0,0.0%,2.56,2e08,,
2025-12-15,5.0,2.83,170.0,0.23,14.0,8.13%,-2.17,3702,丰县,江伊潭
2025-12-15,5.0,2.89,173.3,0.43,25.75,14.88%,-2.11,3730,丰县,江伊潭
2025-12-15,3.0,0.0,,,,,-3.0,3748,广州泊晶,Jason
2025-12-15,0.0,1.21,72.4,0.0,0.2,0.0%,1.21,4591,,
2025-12-15,8.8,8.86,531.4,2.14,128.4,24.15%,0.06,4fcf,承重云仓,江伊潭
2025-12-15,0.0,4.37,262.2,0.0,0.0,0.0%,4.37,52a2,,
2025-12-15,6.5,4.17,249.9,1.07,64.15,25.66%,-2.33,5606,宝树堂,Jason
2025-12-15,0.0,7.9,474.3,1.33,80.0,16.84%,7.9,5c12,,
2025-12-15,7.37,7.38,442.6,0.71,42.6,9.62%,0.01,7393,中山三立,Jason
2025-12-15,0.0,0.0,,,,,0.0,8c60,承重云仓,江伊潭
2025-12-15,6.5,6.5,390.2,1.11,66.6,17.08%,0.0,9ace,宝树堂,Jason
2025-12-15,4.15,2.01,120.6,0.0,0.0,0.0%,-2.14,9d08,风之末-天缘,江伊潭
2025-12-15,0.0,1.11,66.8,0.1,5.7,9.01%,1.11,9d6f,,
2025-12-15,2.75,1.61,96.5,0.0,0.0,0.0%,-1.14,b18b,风之末-亚太,江伊潭
2025-12-15,8.75,8.64,518.7,5.68,340.7,65.74%,-0.11,c0a2,承重云仓,江伊潭
2025-12-15,7.6,6.87,412.4,1.22,73.1,17.76%,-0.73,c71e,北京百世,江伊潭
2025-12-15,0.0,6.66,399.7,0.0,0.0,0.0%,6.66,c828,,
2025-12-15,5.0,4.67,280.0,3.05,182.75,65.31%,-0.33,cbcd,宁波,罗圣峰
2025-12-15,6.1,5.71,342.6,1.17,70.0,20.49%,-0.39,cc83,北京百世,江伊潭
2025-12-15,0.0,0.07,4.1,0.0,0.0,0.0%,0.07,dc96,,
2025-12-15,4.0,7.13,427.7,0.52,31.0,7.29%,3.13,e2be,宁波,罗圣峰
2025-12-15,6.5,3.6,216.1,1.03,62.05,28.61%,-2.9,f3ed,宝树堂,Jason
2025-12-16,4.0,3.72,223.3,0.0,0.0,0.0%,-0.28,0469,丰县,江伊潭
2025-12-16,5.0,2.92,175.1,0.0,0.0,0.0%,-2.08,13fa,风之末-天缘,江伊潭
2025-12-16,5.3,4.47,268.5,0.0,0.0,0.0%,-0.83,1af9,邯郸,罗圣峰
2025-12-16,3.0,0.0,,,,,-3.0,1c2d,广州泊晶,Jason
2025-12-16,2.5,0.0,,,,,-2.5,20e7,风之末-亚太,江伊潭
2025-12-16,7.4,6.96,417.3,0.0,0.0,0.0%,-0.44,279f,承重云仓,江伊潭
2025-12-16,0.0,2.93,175.9,0.0,0.0,0.0%,2.93,2e08,,
2025-12-16,4.6,6.23,374.0,0.0,0.0,0.0%,1.63,3702,丰县,江伊潭
2025-12-16,4.4,6.38,383.0,0.0,0.0,0.0%,1.98,3730,丰县,江伊潭
2025-12-16,3.75,0.0,,,,,-3.75,3748,广州泊晶,Jason
2025-12-16,5.3,13.27,796.5,0.0,0.0,0.0%,7.97,3fb3,邯郸,罗圣峰
2025-12-16,0.0,1.16,69.5,0.0,0.0,0.0%,1.16,4591,,
2025-12-16,7.3,7.34,440.7,0.0,0.0,0.0%,0.04,4fcf,承重云仓,江伊潭
2025-12-16,4.0,0.0,,,,,-4.0,52a2,宁波,罗圣峰
2025-12-16,5.6,5.63,338.1,0.0,0.0,0.0%,0.03,5606,宝树堂,Jason
2025-12-16,4.3,3.13,187.8,0.0,0.0,0.0%,-1.17,5c12,邯郸,罗圣峰
2025-12-16,6.01,7.25,435.2,0.0,0.0,0.0%,1.24,691f,邯郸,罗圣峰
2025-12-16,7.37,6.16,369.7,0.0,0.0,0.0%,-1.21,7393,中山三立,Jason
